DOY;Hour;Temperature__C_;SolarRadiation0__W_m2_;SolarRadiation30__W_m2_;WindSpeed_m_s_;WindDirection___;Pressure_hPa_;Precipitation_mm_;CloudCover___;CloudType_H_M_L_;PoutDC;GHIClearSky;DateNum;GHImeas;TAMBmeas
39;0;3;0;0;2.5;278;1013;0;61;0;0;0;735638;0;4.07166666666667
39;1;2.5;0;0;2.22;270;1013;0;54;0;0;0;735638.041666667;0;3.34833333333333
39;2;2.6;0;0;1.94;270;1013;0;81;0;0;0;735638.083333333;0;3.41166666666667
39;3;2.8;0;0;1.94;259;1012;0;91;0;0;0;735638.125;0;2.81666666666667
39;4;2.5;0;0;1.67;256;1012;0;100;0;0;0;735638.166666667;0;2.75333333333333
39;5;2.3;0;0;1.67;254;1012;0;100;0;0;0;735638.208333333;0;2.105
39;6;2.1;0;0;1.39;257;1012;0;100;0;0;0;735638.25;0;1.84666666666667
39;7;2;0;0;1.67;247;1012;0;100;0;0;0;735638.291666667;0.166666666666667;1.09333333333333
39;8;2.2;29;29;0.83;245;1012;0;100;0;5.42302810668947;92;735638.333333333;22.6666666666667;0.811666666666667
39;9;3.1;130;260;1.39;258;1013;0;100;0;18.6646752241097;244;735638.375;73.3333333333333;0.87
39;10;4.1;207;404;0;306;1013;0;100;0;37.4080201721192;375;735638.416666667;144;1.43166666666667
39;11;5.3;260;474;1.11;72;1012;0;100;0;37.3906886182472;461;735638.458333333;153;3.30666666666667
39;12;6.1;301;535;1.67;90;1011;0;100;0;77.4022691090902;491;735638.5;262.333333333333;6.05166666666667
39;13;6.8;179;317;1.94;97;1011;0;100;0;40.8498813743376;461;735638.541666667;169.333333333333;7.09833333333333
39;14;6.7;120;217;1.94;120;1011;0;100;0;14.9502449154463;375;735638.583333333;64.3333333333333;7.195
39;15;7.4;148;282;2.5;110;1009;0;100;0;7.68527687898913;244;735638.625;34.3333333333333;7.08
39;16;7.2;65;130;2.78;65;1008;0.2;100;0;2.43806457519531;92;735638.666666667;10.8333333333333;6.17166666666667
39;17;6.2;11;11;1.94;87;1008;1.4;100;0;0.0406344095865885;0;735638.708333333;1.66666666666667;5.94333333333333
39;18;6.2;0;0;2.22;61;1008;1;100;0;0;0;735638.75;0;5.47333333333333
39;19;5.9;0;0;2.22;37;1007;0.8;100;0;0;0;735638.791666667;0;5.67
39;20;5.5;0;0;2.22;5;1006;0.3;100;0;0;0;735638.833333333;0;5.89166666666667
39;21;4.8;0;0;3.06;339;1007;0.2;100;0;0;0;735638.875;0;5.88
39;22;4.7;0;0;2.5;330;1006;0.2;100;0;0;0;735638.916666667;0;5.49333333333333
39;23;4.4;0;0;2.5;331;1005;0.2;100;0;0;0;735638.958333333;0;5.51333333333333
40;0;5;0;0;1.67;276;1004;0;100;0;0;0;735639;0;5.65833333333333
40;1;4.7;0;0;1.67;270;1004;0;100;0;0;0;735639.041666667;0;5.54833333333333
40;2;4.5;0;0;1.94;256;1004;0;100;0;0;0;735639.083333333;0;5.59
40;3;4.4;0;0;1.67;297;1002;0;99;0;0;0;735639.125;0;5.33666666666667
40;4;4.3;0;0;1.94;287;1002;0;100;0;0;0;735639.166666667;0;5.69
40;5;4;0;0;1.39;275;1002;0;99;0;0;0;735639.208333333;0.166666666666667;5.2
40;6;4.1;0;0;1.39;278;1002;0;83;0;0;0;735639.25;0;4.63666666666667
40;7;3.5;0;0;0.83;278;1002;0;32;0;0;0;735639.291666667;0.166666666666667;4.43333333333333
40;8;3.4;64;128;1.39;285;1003;0;13;0;3.02682129330106;96;735639.333333333;17.1666666666667;4.70333333333333
40;9;4.6;227;454;1.39;284;1003;0;2;0;24.2008844811278;249;735639.375;92.3333333333333;5.08
40;10;6;381;736;1.94;283;1004;0;0;0;68.3360938454753;381;735639.416666667;195.666666666667;5.575
40;11;7.2;494;895;2.5;273;1004;0;0;0;93.4200004789565;467;735639.458333333;256.5;6.30333333333333
40;12;8.2;557;983;2.78;266;1004;0;0;0;184.735475908915;496;735639.5;506.166666666667;7.76333333333333
40;13;9;566;996;2.78;262;1004;0;0;0;198.765655768487;467;735639.541666667;506.166666666667;8.84666666666667
40;14;9.6;518;930;2.78;254;1005;0;0;0;179.783543099298;381;735639.583333333;457.5;9.80166666666667
40;15;9.9;417;789;3.06;252;1005;0;0;0;145.513537621076;249;735639.625;358.833333333333;10.0016666666667
40;16;10;275;550;2.78;260;1005;0;0;0;94.0273700714111;96;735639.666666667;223;10.695
40;17;9.7;103;206;1.67;261;1006;0;0;0;30.4144150543213;0;735639.708333333;76.3333333333333;11.0433333333333
40;18;8.2;1;1;0;333;1006;0;0;0;0.194460339016387;0;735639.75;0.666666666666667;9.96
40;19;7.9;0;0;1.67;38;1007;0;0;0;0;0;735639.791666667;0;8.92833333333333
40;20;7.3;0;0;0.83;57;1008;0;17;1;0;0;735639.833333333;0;7.66666666666667
40;21;6.4;0;0;1.39;68;1008;0;47;0.5;0;0;735639.875;0;7.42333333333333
40;22;5.9;0;0;1.67;49;1008;0;100;0.5;0;0;735639.916666667;0;5.95833333333333
40;23;5.7;0;0;1.39;48;1009;0;100;0.5;0;0;735639.958333333;0;5.20666666666667
41;0;5.5;0;0;1.67;57;1008;0;100;0;0;0;735640;0;5.64833333333333
41;1;6.3;0;0;3.06;90;1009;0;100;0.5;0;0;735640.041666667;0;5.95833333333333
41;2;6.3;0;0;2.78;90;1009;0;100;0.5;0;0;735640.083333333;0;5.88333333333333
41;3;5.4;0;0;2.5;97;1008;0;100;0;0;0;735640.125;0;5.57
41;4;5.5;0;0;3.06;93;1007;0;100;0;0;0;735640.166666667;0;5.79166666666667
41;5;5.5;0;0;2.78;100;1006;0;100;0;0;0;735640.208333333;0;5.45333333333333
41;6;5;0;0;3.61;107;1007;0.5;100;0;0;0;735640.25;0;5.36666666666667
41;7;5;0;0;3.61;82;1006;0.9;100;0;0;1;735640.291666667;0;5.55333333333333
41;8;4.7;4;4;3.33;88;1006;0.5;100;0;0.627074538336859;100;735640.333333333;5.16666666666667;5.325
41;9;4.3;19;19;3.89;90;1006;1.4;100;0;1.12266540527344;254;735640.375;17.5;5.26166666666667
41;10;4.5;28;28;5.28;90;1004;1;100;0;5.00868669297961;386;735640.416666667;23.5;5.315
41;11;4.6;28;28;5;90;1004;1.5;100;0;8.03796583387587;472;735640.458333333;33.1666666666667;5.35333333333333
41;12;4.7;44;44;5;85;1003;1.7;100;0;10.7702256179939;502;735640.5;44.1666666666667;5.27333333333333
41;13;4.7;98;171;5.83;93;1002;1.4;100;0;9.92678253173828;472;735640.541666667;42.8333333333333;4.87666666666667
41;14;4.9;95;169;6.11;93;1002;0.9;100;0;7.11517934163412;386;735640.583333333;30.1666666666667;4.65166666666667
41;15;4.7;53;99;4.72;95;1002;1;100;0;5.19178029197596;254;735640.625;21.1666666666667;4.52
41;16;4.6;33;33;3.33;95;1002;1.4;100;0;3.46360596550835;100;735640.666666667;14;3.44
41;17;4.5;7;7;3.33;86;1002;1.6;100;0;1.85123697916667;1;735640.708333333;5.33333333333333;2.01166666666667
41;18;4.7;0;0;2.78;86;1003;1.4;100;0;0;0;735640.75;0.166666666666667;2.745
41;19;4.2;0;0;1.94;360;1003;0.8;100;0;0;0;735640.791666667;0;3.45833333333333
41;20;3.4;0;0;3.33;333;1003;0.3;100;0;0;0;735640.833333333;0;3.84166666666667
41;21;4;0;0;3.06;322;1003;0.3;100;0;0;0;735640.875;0;4.30666666666667
41;22;3.9;0;0;3.06;319;1003;0.3;100;0;0;0;735640.916666667;0;4.44
41;23;4;0;0;2.78;316;1003;0.2;100;0;0;0;735640.958333333;0;4.505
42;0;3.3;0;0;1.11;218;1001;0;100;0;0;0;735641;0;4.31833333333333
42;1;3;0;0;1.39;237;1002;0;100;0;0;0;735641.041666667;0;3.99333333333333
42;2;3;0;0;1.11;240;1003;0;100;0;0;0;735641.083333333;0;3.86666666666667
42;3;3.2;0;0;1.39;250;1002;0;100;0;0;0;735641.125;0;4.02666666666667
42;4;3.1;0;0;1.39;251;1002;0;100;0;0;0;735641.166666667;0;3.92166666666667
42;5;2.9;0;0;1.67;244;1002;0;95;0;0;0;735641.208333333;0;3.65166666666667
42;6;3;0;0;1.39;260;1003;0;99;0;0;0;735641.25;0;3.03833333333333
42;7;3.6;0;0;1.39;264;1004;0;100;0;0;3;735641.291666667;0.166666666666667;2.91
42;8;3.3;65;130;1.67;257;1004;0;100;0.5;1.58820460001628;104;735641.333333333;11.5;2.735
42;9;3.8;238;476;1.11;255;1005;0;46;0.5;15.466075914171;259;735641.375;65.8333333333333;3.05166666666667
42;10;5.4;402;762;1.67;257;1006;0;18;0.5;35.1233151838515;392;735641.416666667;149;3.79
42;11;6.9;511;912;1.94;257;1006;0;2;0.5;83.1282186550565;478;735641.458333333;300;4.66166666666667
42;12;8.3;571;995;2.22;263;1006;0;0;0;97.7340653526173;508;735641.5;295.833333333333;5.68666666666667
42;13;9.4;578;1004;1.94;267;1006;0;0;0;180.344110505846;478;735641.541666667;478.833333333333;7.20666666666667
42;14;10.2;530;938;1.67;266;1006;0;0;0;168.654846009149;392;735641.583333333;440.833333333333;9.24
42;15;10.6;429;797;1.39;270;1006;0;0;0;129.887046329189;259;735641.625;336.166666666667;10.35
42;16;10.7;285;570;0.83;277;1006;0;0;0;83.7201567247179;104;735641.666666667;210.833333333333;10.46
42;17;10.6;111;222;0.56;270;1006;0;0;0;23.6370882333085;3;735641.708333333;63.5;9.45833333333333
42;18;8.8;2;2;0;171;1006;0;0;0;0.579475233289932;0;735641.75;1.33333333333333;8.20666666666667
42;19;8.2;0;0;0.83;149;1007;0;0;0;0;0;735641.791666667;0;7.75333333333333
42;20;7.4;0;0;0.83;180;1008;0;0;0;0;0;735641.833333333;0;7.10666666666667
42;21;6.8;0;0;0;51;1008;0;0;0;0;0;735641.875;0;6.58666666666667
42;22;6;0;0;1.39;55;1008;0;0;0;0;0;735641.916666667;0;5.87
42;23;5.9;0;0;1.11;57;1008;0;25;0.5;0;0;735641.958333333;0;5.87333333333333
43;0;5;0;0;1.67;9;1007;0;12;1;0;0;735642;0;6.31
43;1;5.4;0;0;1.39;12;1007;0;23;1;0;0;735642.041666667;0;6.49333333333333
43;2;5.3;0;0;1.11;360;1007;0;35;0.5;0;0;735642.083333333;0;6.35166666666667
43;3;4.9;0;0;1.11;346;1006;0;92;0.5;0;0;735642.125;0;5.35
43;4;3.9;0;0;0.83;346;1006;0;100;0.5;0;0;735642.166666667;0;4.91833333333333
43;5;3.2;0;0;1.11;325;1006;0;100;0.5;0;0;735642.208333333;0;4.29666666666667
43;6;3.3;0;0;1.39;300;1006;0;99;0.5;0;0;735642.25;0;3.62833333333333
43;7;2.3;0;0;1.67;296;1006;0;11;0.5;0;4;735642.291666667;0;3.36166666666667
43;8;2;74;148;1.94;295;1007;0;0;0;10.8999960284763;108;735642.333333333;31.5;3.585
43;9;3.6;248;496;1.67;278;1008;0;0;0;65.6711108483209;264;735642.375;197.5;4.54333333333333
43;10;6;410;770;1.94;286;1009;0;0;0;154.691768709819;398;735642.416666667;340.833333333333;6.94666666666667
43;11;8.5;527;934;1.94;317;1009;0;0;0;187.340053537157;484;735642.458333333;455.166666666667;10.175
43;12;11.3;594;1028;3.06;342;1008;0;0;0;201.376765734355;514;735642.5;523;13.285
43;13;12.8;605;1045;3.61;343;1009;0;0;0;200.705080676609;484;735642.541666667;534.333333333333;14.6816666666667
43;14;13.3;557;979;3.89;342;1010;0;0;0;184.806650865343;398;735642.583333333;488.333333333333;15.2966666666667
43;15;13.4;453;835;3.33;340;1010;0;0;0;152.112083174214;264;735642.625;392.666666666667;15.5466666666667
43;16;12.8;304;608;3.06;335;1010;0;0;0;100.827838645331;108;735642.666666667;249.5;15.6266666666667
43;17;11.8;121;242;2.78;338;1011;0;0;0;34.953500466172;4;735642.708333333;89.8333333333333;15.0733333333333
43;18;9.4;3;3;2.22;340;1012;0;0;0;0.466783650716147;0;735642.75;0.666666666666667;12.4566666666667
43;19;6.8;0;0;2.78;352;1012;0;0;0;0;0;735642.791666667;0;10.3016666666667
43;20;5.3;0;0;2.22;7;1013;0;0;0;0;0;735642.833333333;0;9.15
43;21;4.9;0;0;2.22;18;1014;0;0;0;0;0;735642.875;0;8.47666666666667
43;22;3.8;0;0;2.22;24;1014;0;0;0;0;0;735642.916666667;0;8.13833333333333
43;23;2.2;0;0;1.94;28;1014;0;4;1;0;0;735642.958333333;0;7.71333333333333
44;0;3.6;0;0;1.39;40;1012;0;19;1;0;0;735643;0;7.115
44;1;3.6;0;0;1.39;45;1012;0;100;0.5;0;0;735643.041666667;0;6.40333333333333
44;2;3.8;0;0;1.67;49;1012;0;100;0.5;0;0;735643.083333333;0;5.69833333333333
44;3;4;0;0;1.39;53;1011;0;100;0.5;0;0;735643.125;0;5.44333333333333
44;4;4;0;0;0.83;67;1010;0;100;0.5;0;0;735643.166666667;0;5.30666666666667
44;5;3.9;0;0;1.11;61;1011;0;0;0;0;0;735643.208333333;0;4.805
44;6;4.1;0;0;0.83;93;1011;0;0;0;0;0;735643.25;0;4.54
44;7;3.6;0;0;0.56;120;1011;0;8;1;0;6;735643.291666667;0.166666666666667;4.40833333333333
44;8;3.4;83;166;1.11;108;1010;0;20;1;14.6525736023926;112;735643.333333333;40.8333333333333;4.30833333333333
44;9;4.3;261;522;1.11;105;1011;0;11;1;33.1935331980387;269;735643.375;107.833333333333;5.91166666666667
44;10;5;391;727;1.94;106;1012;0;4;0.5;34.1070598602296;403;735643.416666667;129.5;6.97666666666667
44;11;6.3;500;879;1.94;109;1011;0;98;0.5;11.5904201246401;490;735643.458333333;50;7.455
44;12;8;539;927;1.94;115;1009;0;46;0.5;8.66873490012074;520;735643.5;34.5;6.92333333333333
44;13;8.2;434;744;1.67;160;1009;0;100;0;11.2803667335643;490;735643.541666667;43.6666666666667;5.76333333333333
44;14;9.5;285;497;1.67;152;1008;0;100;0;7.82460975646973;403;735643.583333333;32;5.75166666666667
44;15;9.2;147;269;1.94;150;1008;0;100;0;2.95414315527217;269;735643.625;14.5;5.96333333333333
44;16;7.9;65;130;2.78;122;1007;0.1;100;0;2.5634765625;112;735643.666666667;9.5;5.81833333333333
44;17;7.3;25;25;2.78;115;1006;0.2;100;0;0.5126953125;6;735643.708333333;4;5.21666666666667
44;18;7.6;2;2;2.22;76;1006;0;100;0;0;0;735643.75;0;4.68333333333333
44;19;7;0;0;2.22;67;1005;0.1;100;0;0;0;735643.791666667;0;4.42166666666667
44;20;6.6;0;0;2.5;24;1004;0.3;100;0;0;0;735643.833333333;0;4.95166666666667
44;21;6.3;0;0;2.5;1;1005;0.2;100;0;0;0;735643.875;0;4.67166666666667
44;22;6.1;0;0;2.22;6;1004;0;100;0.5;0;0;735643.916666667;0;4.98333333333333
44;23;5.3;0;0;1.39;346;1004;0;23;0.5;0;0;735643.958333333;0;4.105
45;0;4.3;0;0;2.22;289;1007;0;0;0;0;0;735644;0;3.87833333333333
45;1;3.9;0;0;2.22;286;1007;0;0;0;0;0;735644.041666667;0;3.04
45;2;3;0;0;1.67;276;1008;0;1;0;0;0;735644.083333333;0;2.75666666666667
45;3;2.3;0;0;1.67;273;1009;0;0;0;0;0;735644.125;0;2.545
45;4;2.1;0;0;1.67;280;1009;0;0;0;0;0;735644.166666667;0;2.71666666666667
45;5;2.1;0;0;1.11;292;1011;0;4;0.5;0;0;735644.208333333;0;2.62166666666667
45;6;1.4;0;0;1.11;272;1012;0;3;0;0;0;735644.25;0;2.30333333333333
45;7;0.8;0;0;0.83;270;1012;0;55;1;0.1708984375;7;735644.291666667;0.333333333333333;2.425
45;8;0.9;79;158;1.11;264;1013;0;94;1;19.7696090783013;116;735644.333333333;55;2.72833333333333
45;9;2.2;258;516;1.67;287;1014;0;15;0;63.6843553232025;275;735644.375;200.166666666667;4.41333333333333
45;10;4.5;420;774;1.39;304;1014;0;4;1;151.487637736003;409;735644.416666667;339.666666666667;6.20166666666667
45;11;6.5;529;923;1.39;336;1014;0;2;1;179.728222058614;496;735644.458333333;447.333333333333;8.65166666666667
45;12;8.5;590;1008;0.83;311;1014;0;39;0.5;191.200590663486;525;735644.5;503.666666666667;10.2983333333333
45;13;9.9;598;1019;0.83;318;1013;0;11;1;188.32902753618;496;735644.541666667;510.5;12.345
45;14;11.2;505;875;1.39;313;1014;0;100;1;148.305255286657;409;735644.583333333;404;13.5733333333333
45;15;11.4;364;659;2.22;330;1013;0;100;0.5;89.3476389809877;275;735644.625;260.666666666667;13.15
45;16;11.2;229;458;2.22;334;1013;0;100;0.5;57.8714223395453;116;735644.666666667;169.5;13.2316666666667
45;17;10.8;90;180;1.39;336;1013;0;100;0.5;9.02234612358943;7;735644.708333333;37.8333333333333;11.845
45;18;9.1;5;5;0.56;344;1014;0;26;1;0.41644287109375;0;735644.75;1.16666666666667;11.035
45;19;7.8;0;0;1.39;12;1014;0;32;1;0;0;735644.791666667;0;10.485
45;20;5.7;0;0;1.94;360;1015;0;18;1;0;0;735644.833333333;0;9.64833333333333
45;21;5.4;0;0;1.94;357;1016;0;10;1;0;0;735644.875;0;9.06333333333333
45;22;5.5;0;0;1.67;6;1016;0;5;1;0;0;735644.916666667;0;7.44166666666667
45;23;4.7;0;0;1.67;14;1015;0;19;1;0;0;735644.958333333;0;6.94
46;0;5.5;0;0;1.39;25;1016;0;100;0;0;0;735645;0;6.45666666666667
46;1;5;0;0;1.11;29;1017;0;62;1;0;0;735645.041666667;0;6.13333333333333
46;2;3.9;0;0;1.11;40;1017;0;35;1;0;0;735645.083333333;0;5.72666666666667
46;3;3.7;0;0;0.83;28;1015;0;40;0;0;0;735645.125;0;5.525
46;4;3.5;0;0;1.39;17;1016;0;90;0;0;0;735645.166666667;0;5.58833333333333
46;5;3.4;0;0;1.39;14;1017;0;100;0;0;0;735645.208333333;0;5.42
46;6;3.6;0;0;1.67;10;1016;0;100;0;0;0;735645.25;0;5.58
46;7;4.2;0;0;1.39;14;1016;0;100;0;0;9;735645.291666667;0;5.5
46;8;4.6;38;38;1.11;28;1016;0;100;0;1.28812705909687;121;735645.333333333;10;5.82
46;9;5.5;127;254;1.39;29;1016;0;100;0;8.92651530038247;280;735645.375;39.5;6.58
46;10;6.5;155;283;0.83;48;1017;0;100;0;13.4613430642924;415;735645.416666667;56.3333333333333;6.995
46;11;6.9;124;215;0;66;1017;0;100;0;17.9582648935648;502;735645.458333333;76.1666666666667;7.88833333333333
46;12;7.3;132;224;0.28;29;1016;0;100;0;22.5374560182776;531;735645.5;96;8.285
46;13;8.1;163;276;1.67;26;1016;0;100;0;19.9662048200474;502;735645.541666667;87;8.575
46;14;8.1;165;284;1.94;38;1017;0;100;0;14.7452304246691;415;735645.583333333;63.3333333333333;8.60333333333333
46;15;7.8;136;244;1.39;43;1016;0;100;0;13.5483499625457;280;735645.625;57.1666666666667;8.17
46;16;7.6;95;189;1.67;46;1016;0;100;0;7.60832716623942;121;735645.666666667;32.8333333333333;7.84166666666667
46;17;7.3;40;40;0.83;50;1016;0;100;0;2.16960002475315;9;735645.708333333;9;7.54833333333333
46;18;6.7;3;3;0.28;315;1016;0.1;100;0;0;0;735645.75;0.166666666666667;7.115
46;19;6.4;0;0;1.11;308;1017;0.2;100;0;0;0;735645.791666667;0;7.065
46;20;5.9;0;0;1.67;333;1017;0.3;100;0;0;0;735645.833333333;0;7.29
46;21;5.6;0;0;1.94;321;1017;0.2;100;0;0;0;735645.875;0;7.25166666666667
46;22;5.6;0;0;1.67;338;1016;0;100;0;0;0;735645.916666667;0;7.03333333333333
46;23;5.6;0;0;1.39;347;1015;0.1;100;0;0;0;735645.958333333;0;6.83333333333333
48;0;6.3;0;0;1.39;18;1012;0.1;100;0;0;0;735647;0;7.06166666666667
48;1;6.1;0;0;1.39;360;1012;0.3;100;0;0;0;735647.041666667;0;7.19166666666667
48;2;6.1;0;0;1.39;7;1012;0.3;100;0;0;0;735647.083333333;0;7.27166666666667
48;3;6;0;0;1.67;360;1010;0.6;100;0;0;0;735647.125;0;7.36166666666667
48;4;6.1;0;0;2.22;343;1009;1.2;100;0;0;0;735647.166666667;0;6.76333333333333
48;5;6.1;0;0;2.5;322;1010;1.6;100;0;0;0;735647.208333333;0;6.79666666666667
48;6;6;0;0;1.11;341;1010;0.9;100;0;0;0;735647.25;0;7.06333333333333
48;7;6;0;0;2.22;308;1010;0.3;100;0;0;12;735647.291666667;0.166666666666667;7.28166666666667
48;8;5.9;62;124;1.94;301;1010;0;100;0;1.11555858188207;129;735647.333333333;11.8333333333333;7.17
48;9;6.8;244;488;1.39;291;1011;0;70;0;12.8056689368354;291;735647.375;54.5;6.90166666666667
48;10;8.4;428;767;1.67;272;1012;0;33;0;12.0214806741098;426;735647.416666667;51.6666666666667;7.38333333333333
48;11;9.5;506;864;2.22;259;1011;0;5;0;16.308810933431;513;735647.458333333;68.3333333333333;8.03666666666667
48;12;10.3;457;765;2.22;256;1011;0;12;0;29.8822973081801;543;735647.5;126.833333333333;8.635
48;13;11.1;501;838;1.94;253;1012;0;11;0;78.728272565206;513;735647.541666667;294.333333333333;9.85
48;14;11.7;553;939;1.94;244;1013;0;18;1;95.6983665466309;426;735647.583333333;319.5;10.7233333333333
48;15;11.9;441;779;1.67;240;1013;0;12;0;96.4214236173683;291;735647.625;319.333333333333;11.07
48;16;12;260;504;0.28;237;1013;0;26;0;27.3372852142001;129;735647.666666667;104.166666666667;11.0966666666667
48;17;11.9;87;174;0.28;225;1015;0;73;0;12.2356881459555;12;735647.708333333;43.5;10.2083333333333
48;18;11.3;9;9;0.28;189;1014;0;58;0;0.616788189995719;0;735647.75;3.33333333333333;9.73166666666667
48;19;10.5;0;0;0;180;1015;0;76;0;0;0;735647.791666667;0;9.305
48;20;10.3;0;0;0.28;71;1017;0;100;0;0;0;735647.833333333;0;9.215
48;21;10.1;0;0;0.56;95;1017;0;100;0;0;0;735647.875;0;9.19333333333333
48;22;9.6;0;0;0.56;96;1018;0;100;0;0;0;735647.916666667;0;8.59166666666667
48;23;9.3;0;0;0.28;116;1017;0;100;0;0;0;735647.958333333;0;8.67833333333333
49;0;8.4;0;0;1.11;65;1020;0;100;0;0;0;735648;0;8.225
49;1;8.2;0;0;1.39;75;1019;0;100;0;0;0;735648.041666667;0;7.52166666666667
49;2;7.8;0;0;1.39;75;1020;0;100;0;0;0;735648.083333333;0;7.175
49;3;7.5;0;0;1.11;61;1020;0.1;100;0;0;0;735648.125;0;7.01333333333333
49;4;7.3;0;0;0.83;56;1019;0;100;0;0;0;735648.166666667;0;6.34333333333333
49;5;7.3;0;0;0.56;39;1020;0;100;0;0;0;735648.208333333;0;5.99666666666667
49;6;7.1;0;0;0.56;35;1020;0;100;0;0;0;735648.25;0;6.93
49;7;6.8;0;0;0.56;35;1020;0;100;0;0.129203796386719;13;735648.291666667;1;7.57333333333333
49;8;7.1;57;114;1.11;28;1020;0;100;0;11.434517771403;134;735648.333333333;40.3333333333333;7.57666666666667
49;9;8;199;395;0.83;60;1021;0;87;0;46.994582663642;297;735648.375;149.833333333333;8.33666666666667
49;10;8.9;319;566;1.11;45;1021;0;38;0;43.6728932274712;432;735648.416666667;172.833333333333;8.69
49;11;9.6;456;773;0.83;41;1021;0;22;0;45.6683280944824;519;735648.458333333;184.5;9.455
49;12;11;575;957;0.56;54;1021;0;52;0.5;72.9167541568563;549;735648.5;266.166666666667;9.91666666666667
49;13;11.9;559;929;1.11;80;1020;0;99;0.5;132.507805355359;519;735648.541666667;411.333333333333;10.935
49;14;12.3;474;799;1.11;97;1020;0;72;0.5;134.454057337443;432;735648.583333333;397.666666666667;11.5016666666667
49;15;12.6;399;699;1.11;113;1019;0;100;0.5;114.197433895535;297;735648.625;332.666666666667;12.4316666666667
49;16;12.7;313;599;1.39;100;1019;0;99;0.5;23.5839579464757;134;735648.666666667;91.3333333333333;11.7633333333333
49;17;12.4;148;296;1.11;103;1019;0;27;0.5;4.59578989748096;13;735648.708333333;21.6666666666667;10.1333333333333
49;18;11.6;11;11;0.83;104;1019;0;28;1;0;0;735648.75;1.16666666666667;10.335
49;19;10.9;0;0;0.28;60;1018;0;74;0;0;0;735648.791666667;0;10.285
49;20;10.8;0;0;0.83;19;1018;0;100;0;0;0;735648.833333333;0;10.1566666666667
49;21;10.7;0;0;1.67;3;1019;0;100;0;0;0;735648.875;0;9.79666666666667
49;22;10.6;0;0;1.67;2;1019;0;100;0;0;0;735648.916666667;0;9.69
49;23;10.1;0;0;1.67;20;1017;0;100;0;0;0;735648.958333333;0;9.57166666666667
50;0;8.7;0;0;1.67;357;1017;0.6;100;0;0;0;735649;0;9.04666666666667
50;1;8.6;0;0;1.94;335;1017;1.3;100;0;0;0;735649.041666667;0;8.59666666666667
50;2;8.4;0;0;3.06;1;1016;0.8;100;0;0;0;735649.083333333;0;8.54
50;3;8.3;0;0;3.06;29;1014;0.3;100;0;0;0;735649.125;0;8.155
50;4;7.9;0;0;1.94;23;1013;0.2;100;0;0;0;735649.166666667;0;7.94333333333333
50;5;8.2;0;0;1.94;4;1014;0.1;100;0;0;0;735649.208333333;0;7.825
50;6;7.9;0;0;2.22;360;1013;0.2;100;0;0;0;735649.25;0;7.78333333333333
50;7;7.8;0;0;1.94;360;1013;0.3;100;0;0;15;735649.291666667;0.166666666666667;7.57
50;8;7.6;13;13;1.94;360;1012;0.3;100;0;1.0235595703125;139;735649.333333333;4.5;7.685
50;9;7.7;38;38;1.94;360;1012;0.3;100;0;2.45654296875;302;735649.375;11.3333333333333;7.57833333333333
50;10;8.1;48;48;1.39;346;1013;0.5;100;0;4.24012538486057;438;735649.416666667;17.5;7.65
50;11;8;60;101;1.94;313;1012;1.5;100;0;3.52933519999187;525;735649.458333333;17;7.48833333333333
50;12;8.3;78;129;2.22;322;1012;1.2;100;0;8.52985126383951;555;735649.5;34.5;7.79333333333333
50;13;8.7;89;147;1.94;336;1011;0.4;100;0;13.9460950851441;525;735649.541666667;54.5;7.70166666666667
50;14;9;111;186;1.11;340;1012;0.1;100;0;15.2845609432874;438;735649.583333333;63.6666666666667;8.45833333333333
50;15;9.5;153;266;0;360;1012;0.1;100;0;10.4179029937723;302;735649.625;43.8333333333333;8.705
50;16;9.8;130;246;0.28;71;1011;0;100;0;11.1217287487454;139;735649.666666667;45.1666666666667;9.00666666666667
50;17;9.7;54;108;1.67;90;1011;0;100;0;7.37394275665284;15;735649.708333333;31.5;9.14666666666667
50;18;9.2;12;12;1.11;135;1011;0;100;0;0.264436848958333;0;735649.75;2.5;9.08
50;19;9.1;0;0;0;180;1012;0;100;0;0;0;735649.791666667;0;9.01
50;20;8.8;0;0;0;333;1011;0;100;0;0;0;735649.833333333;0;8.98833333333333
50;21;8.8;0;0;0.56;341;1013;0;100;0;0;0;735649.875;0;8.535
50;22;8.5;0;0;0;338;1013;0;100;0;0;0;735649.916666667;0;8.295
50;23;8.4;0;0;0.56;341;1013;0;100;0;0;0;735649.958333333;0;8.24666666666667
51;0;7.2;0;0;0.83;45;1012;0;100;0;0;0;735650;0;8.14833333333333
51;1;7.5;0;0;2.22;321;1013;0;98;0;0;0;735650.041666667;0;7.78
51;2;7;0;0;2.5;330;1013;0;58;0;0;0;735650.083333333;0;7.29166666666667
51;3;6.2;0;0;2.22;344;1012;0;32;0;0;0;735650.125;0;6.97666666666667
51;4;5.8;0;0;2.22;355;1013;0;54;0;0;0;735650.166666667;0;6.91
51;5;5.8;0;0;2.22;360;1013;0;79;0;0;0;735650.208333333;0;6.71666666666667
51;6;5.9;0;0;1.94;2;1013;0;100;0;0;0;735650.25;0;7.145
51;7;6;1;1;1.67;3;1014;0;73;0;0;16;735650.291666667;0.666666666666667;7.28333333333333
51;8;6.1;64;128;0.83;7;1014;0;100;0;6.13161408805747;144;735650.333333333;31;7.50833333333333
